estimate_id,experiment_group,n_treatment,n_control,n_total,pre_mean,post_mean,gain_mean,comprehension_mean,pre_sd,post_sd,gain_sd,comprehension_sd,pooled_pre_sd,raw_gain_difference,raw_gain_se,exact_effect_size_sd,se_fixed_denominator,existing_rounded_effect,ci_lower,ci_upper
bassner_etal_2026__est59,IRIS,91,96,187,2.175824175824176,2.89010989010989,.7142857142857143,1.428571428571429,1.947039956180816,1.923252739215806,1.249761882081847,.8710511803161501,1.903794428091758,-.1398809523809523,.2063923844770872,-.0734748197163073,.1084110665687586,-.073,-.2859566057166484,.1390069662840337
bassner_etal_2026__est60,CHATGPT,88,96,184,2.329545454545455,3.159090909090909,.8295454545454546,1.363636363636364,1.817675608737652,1.899100595571575,1.391448355723549,.912012025805697,1.840891618586481,-.024621212121212,.2177968969196837,-.0133746125370038,.1183105483890018,-.011,-.2452590263706307,.218509801296623
